Emotion,keywords
joy,celebration sexuality found works sidur  neizvestny  stemmed partly mischievous delight taunting society s taboos 
joy,celebration sexuality found works sidur  neizvestny  stemmed partly mischievous delight taunting society s taboos 
joy,celebrations graduation day orchestra playing garden  orchestra
sadness,celebrity boyfriend idea exist
shame,celia mortified   horror  wanted scream 
sadness,cell phone low battery know charger
fear,cellphone commercial term quotselfawarequot
sadness,cellphone time 
joy,cenando en mcasa con la preciosa negrita   {}
fear,centre des impots voilà amis twits sje napas tweeté dich cest que la file dattente aura eu raison de moi
anger,ceo  know ceo makes money company  actually 
anger,certain area party secretary came home morning said leave home build reason wanted establish market chairman knew angry
anger,certain boy came room started telling pretty manners learn some come campus fourth year
anger,certain boy went saying girlfriend wrote insulting letter called names
anger,certain friend tried push seat violent way apparent reason excited something
sadness,certain job lillehammer wanted much
sadness,certain man trying riches playing roulette discombobulatedmindset
anger,certain man went parents ld married here school went home holidays parents asked angry man
fear,certain night initiation
anger,certain occasion fight boyfriend fight closed door face went away came day
sadness,certain person respect esteem lot pays attention keeps appearances shows interest me
anger,certain person started dreadful things calmly felt hurt disgusted
anger,certain situation felt neglected undeservedly harmed
neutral,certainly 
joy,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
sadness,certainly 
anger,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
neutral,certainly 
anger,certainly arrive way 
joy,certainly do sound like some lowdown bitch who is just countering back what people have  say but whatever it is what exactly bors me oh well bet that hit one of ir aims is that wonder why people feel so entertained exhilarated thrilled excited when y provoke  feelings of ors
joy,certainly feel loved and appreciated and grateful for all that have
joy,certainly get worked up about feminist and or issues at times also have periods of feeling fairly mellow
joy,certainly have never felt it was appropriate for any life  have  supplicate ir life before or  anor life simply because  or life feels y are superior or more equal
sadness,certainly nt sound account great grief 
sadness,certainly sound account great grief 
joy,certainlyit matches suit perfectly 
anger,certificate examination poor biology  worst result class f getting poorer poorer tried best spent time studying subject finally results bad thought fair
surprise,cest bien la première fois que je dois repousser la limite de temps dexécution dun script php  comingsoon minecraft
fear,cest la tempête icjose pas ouvrir les volets pour voir ce quil ce trame dehors jespère que pour mère ut va bien
sadness,cest le moment de lannee ou mon tan est plus la et je ressemble un personnage des simpsons
surprise,cest maintenant confirmé nous aurons ute une activité pour la nuit blanche de   détails à venir
surprise,cest normal quaune dame de ménage quvient darriver chez molà  oo
sadness,cest officiel la moustache ne va pas
sadness,cette fille était vraiment à mon goût mais ce nétait pas possible de son côté
surprise,ch best wel veel werk zn moet ook nog een gedicht maken
surprise,ch nog maar bed nog niet helemaal fit zaterdag hopelijk weer helemaal de oude breda
anger,challenge accepted amidst cheers group inebriated local husbands  offended owner headed door search couple friendly garda
anger,challenge accepted amidst cheers group semiinebriated local husbands  offended owner headed door search couple friendly garda
surprise,chambers shot look asnishment  turned include nora
joy,champers n mince pies  work   missing out
joy,champion training trelleborg hq week
joy,champions league round night 
joy,championship weekend second best weekend college football season 
fear,chance sounding redundantaction stems feeling feeling stems thought love
anger,chances  ive given 
anger,chances given  ive given 
neutral,change attitude  pass course 
sadness,change clares character much hate now
anger,change flow waterif u onceagain thrw bricks anger bcum dead end wall n dam likealways
surprise,change life suit cause cant live know surprise
sadness,change right quothandsome dick manibaquot taken
joy,change season life thankful jesus sovereign matter what  lovedregardless
neutral,changed 
anger,changed feel that taking advantage of her this wouldnt have bored me one bit before
anger,changed office room agreement
sadness,changed twitter   said people find love 
joy,changes dime letting watching magic flow hope
joy,changes dime letting watching magic flow hope
surprise,changing date watch seriously spanner works
anger,changing lifestylethink imma add little far loves turn hime sum luv rt 
sadness,channel was not yet assured get  feeling y just went from broke on this one
joy,chapped lips runny nose cold
sadness,chapter  mockingjay thoughtswant peeta mellark big hug long takes butiamhopeful
joy,chapter economics study morrows final
anger,charged   movie ordered 
joy,charleigh emery duvall arrived night pm est  lbs  oz  in anybody got primer new grandparents
surprise,charles absolutely flabbergasted  nt got time analyse reactions 
fear,charles horrified  conscious bror disqualified man god leading invasion   celibate  legitimate heir 
fear,charles horrified  conscious bror disqualified man god leading invasion   celibate  legitimate heir 
disgust,charles opened eyes warily  disgruntled dragged dream 
joy,charlie brown christmas original voices praise
joy,charlie brown christmas special on
fear,charlotte looked ursula saw frozen expression horror face 
fear,charlotte looked ursula saw frozen expression horror face 
joy,charlotte pulled thing amp night exact opposite said kidssedays
anger,charlotte reply  suddenly felt exasperated wearied hoops obliged jump 
anger,charlotte reply  suddenly felt exasperated wearied hoops obliged jump 
anger,charmed relatives
fear,chased big dog near house
fear,chased dark know
anger,chased house
joy,chat with or parents no great friendships have come out of it yet but it s nice  feel on friendly terms with some of  people see at school events and around  neighborhood
